00626a,a956fb
0000d7,f36266
0000d6,c27f9f
0000d5,5c5da6
0000d4,cc4b6a
0000d9,13e890
0000d8,2e5bac
164fdb,c3b9bf
0000cb,a6b417
0000ca,c9b5a3
000212,9a28f8
30bada,0e4837
000211,ff3269
000210,dc161a
000216,f01526
000215,3287a2
ef0879,c14550
000219,5a8720
000218,124b23
ae6cd8,29a3ca
000217,c2b795
181062,fb8167
23030e,335e7c
ae3991,d37673
00020a,83e3a5
24495e,acf3d4
014852,1fb805
744004,e1dd5b
e93e01,38ff05
00020e,4ecc2f
00020c,a1e173
00020b,c04f1c
ea4c9c,7f8651
000201,5bb806
000200,701932
15b079,c17a1c
000205,8af651
29bd85,c9f8f1
000204,d1c37d
000203,885179
000202,01207e
70e688,a81b8d
000209,2c20f6
a7d4d0,6a7210
000208,c774c6
000207,aed63d
5a7679,cc74e6
b0bf5c,87f00e
da32ee,7cfd99
7c38ad,b06092
61b711,8661d1
ae397b,b012f6
d18567,cbd339
bdb003,b62731
4a0877,0d3f55
860f6d,c4b723
f8bbeb,ba878b
000234,6c313c
14b5a2,5619ba
000233,eae037
268910,84ac46
5e5b83,786b71
000232,ab71b2
000231,29282f
000238,a0957f
000237,39fef2
000236,99bad4
000235,42be9c
355c3f,5a7b2b
f09972,bf78aa
af332c,56d94a
949168,c6d6bd
1225b8,8c39b2
00022c,a96168
e6de54,c476c3
00022b,3e4e8a
5eab5c,f10846
8e8fb3,b9e282
00022e,7c4487
ac836d,2c39fc
ec56fd,dfd8d0
0480f0,ef274a
195681,7030a5
000241,25ca8a
08fae3,a8b6a9
de5e22,454eae
000240,e209d8
943afd,60b066
000223,0334c6
000222,3dd312
e6de4b,599e2a
d61ec1,13c52b
20a33d,aaeb70
000221,e0e3f4
268902,1dddf9
000220,6c3dd4
81c3ce,d644a1
000226,dabbc3
58287f,9ecd3c
000225,1ac137
000224,d0ea29
000229,02ddbc
b31f59,842edd
000228,207676
ffc646,fa43b1
181056,d49040
00021a,efe43c
7834a5,d13b16
017ba9,6c89c0
00021f,575f96
81c3e7,1c561a
00021e,b142e1
f0997e,738200
00021d,7dfc95
00021c,6c8a49
e898ec,cd0b8e
0b357b,4fb372
3b9e55,c51c92
aa42e2,6dc12c
85ef1a,745631
4e8866,d19082
37ec19,777d71
097173,5392ce
deae71,e05233
a0a659,cf5bdd
7a2e8f,b681bf
438a10,be7837
4c7be5,ac7321
feffe1,76abce
b373b9,6c8f7a
b31f77,242fa6
c14d0d,72bb2e
c5e747,f9457b
355c7f,c04ade
a2961e,7571ac
be4fc4,c4c163
561bb6,2d9135
8663a0,3a7f96
ca950c,327d9f
1b183e,938946
e6de14,bf6c81
950166,64c0ff
fb8052,743b1c
63f72b,4eab74
181014,bdf88d
b769ae,4e8d28
cf2f6a,6e6437
63f724,b53058
619ada,942b3e
b769b7,54d2c0
c70105,6b4a4b
014825,04932b
7c6e34,5c1ce6
5eab98,2158aa
000299,af0631
000298,3b5d12
000297,0499f0
e168e7,b71029
ec57aa,20591e
61b5dc,21867c
00028a,1fd55d
75d69d,80d1e1
00028e,8b4cd8
00028d,0adde5
00028c,d855c9
61eb2b,22770f
27d323,f518cc
00028f,b7a34c
379b5d,ae3153
a1a01e,ee3188
ca9469,41f629
71e099,87167d
51d314,428bb1
000289,99f76a
cccdc2,4209e5
000287,646816
27831f,c61ff3
80fdb4,d67ba3
00027d,d1f94e
00027c,1c1a2f
7c6cf7,c2790b
00027b,0b189f
ea4d50,005610
00027a,1d4bf5
00027f,3a2c59
ea4d4c,0c0361
918c57,af2897
12aa85,88f9c0
000292,07f5e2
7a838f,3f9b41
4fd100,824426
000290,c1f3af
042be8,ac2ca5
974185,0e1866
000296,3ba5c4
000295,c51f73
5bc762,dd435e
000293,eb019d
f83989,b6108f
c6e10f,1aca16
272cbf,758049
79fffe,0bb463
37b5fe,ec1ec2
f37cee,8050f0
3a22e1,25025f
8d4b7c,9a64de
e9e352,8bdad2
278317,b4ab7c
5b1a94,adb24c
4c478e,10ade8
a47fce,fc0d50
943c0e,517e8d
48456c,6d2296
9f6dcc,73ae96
55c93e,9db3a4
713b15,4d3820
00029a,b76f69
00029f,e90406
00029d,063d75
352700,9db362
16f4a8,9cdcf9
2198d5,5de86d
2208b2,3ad646
d1d61d,e71d40
8912d2,abf00d
e6a992,6f604f
000256,2dddba
000255,7fde2c
000254,c77172
000253,99f3c1
000259,4dfed8
000258,ca4cca
0faf93,92cb02
000257,c30e43
00024d,da44d8
00024c,449296
00024b,9b190f
331c9a,fc7d40
000263,745ea2
000262,85c9ef
000261,2b3356
e658aa,8b1bc7
000245,a25925
000244,9d8bb4
000243,857659
000242,73dffa
f83999,ca3243
000249,91f7c1
000247,9cadb8
2052b0,3563c4
000246,bbf1da
e1b8f4,70130b
06bbcb,054392
86b2b2,fc4101
d46a62,f268a1
c6e150,b3eb01
00023d,ffddef
00023c,520a0d
00023a,0d89c6
d434fa,2b875b
00023f,257dd1
00023e,5d113a
000252,3195a5
d18646,243693
000251,7c7bc1
000250,ed99bc
000278,e62dd9
000277,ae1a50
000276,93ac2b
c35887,1078a4
1c11e3,c9d593
87f8db,c62d54
8fa5e6,664fe0
00026b,9949da
00026e,731aaa
752ffc,9683a0
00026d,e205e6
ef3c18,41cfbe
000281,657a0a
000280,b4cc17
8fdb1e,abf684
98d78b,c8f81a
000285,484ab2
d4ba58,44f95d
000283,c98135
000267,cb479c
000266,9279a1
000265,d67b50
ec8bfc,a8c85e
00025b,b1fb8f
00025a,688c50
e262c6,f76e9a
00025e,2facd6
00025d,4d6fa9
00025c,405e50
884e70,028f36
073270,719acc
543310,1aa266
000274,2e59e1
ba25b5,45274a
000273,e22733
1bf1c3,00f14c
000272,ce3bf8
f93326,7c5fb5
e4f319,e5d626
f13e64,274a96
247e42,49d4eb
0001a3,e90ffc
0001a2,887af8
0001a0,59714a
0001a7,2a3a16
0001a6,24371a
0001a5,2a82cf
306c9b,e34d1c
0001a4,a9a24f
a08b26,8e7e74
0001a9,32cc15
e6a940,deece4
1c127a,76fd36
4fd175,011402
0001a8,611c01
1e524a,666148
884da2,b35698
49d9a9,3764e2
017d25,f7961a
0cff8f,e4b3ae
19a4e0,c78673
dc7444,1f3262
c21239,dd53ee
2688b5,5138e8
174a83,3ea756
19a4dc,cc77f3
9f6f04,65a012
63f69d,b9ea31
c60806,40a72c
0001ab,3976a7
0001aa,3a4001
0001af,928536
a64078,fddd80
0001ae,51de6e
0001ad,caab74
0b33f6,7829df
0001c1,1e31b6
0001c5,33f71b
0001c4,d66f51
091c90,74e763
0001c3,63529b
0001c2,507d0c
0001c9,c65ee3
0001c8,cb7be2
0001c7,060c7a
0001c6,5f67ab
b13457,2cc033
64f057,d79a80
1f9871,5e0535
11afb5,bdf842
d184d4,ae63a5
0001b0,cbc84d
e51316,56ebfd
b37411,641134
35aaa1,0eded6
ae37fa,08ebb1
c0f86d,3eb1b5
b039f9,04832b
0001b3,f6dfa7
0001b2,ff1699
a1a080,e80c1b
0001b1,6621f5
0001b8,e7c341
0001b7,b1f00b
0001b6,c657a1
1b17a9,68df6c
0001b5,34f613
7fc1ed,bef451
de5dad,4f42c0
70e5cc,ffa603
7f71c6,f663f9
09c0c6,4eef14
8d4b31,90902a
651090,fe71af
67a030,6f9e36
40f55e,7de967
7105ea,bc2d03
3f12c2,33bf44
10c039,7a8c2b
8f55b4,878c9e
2bd686,14aaae
651079,ed9dbf
67a048,0e4f6e
6ee52f,e1a389
a78658,c7ed44
8b0b79,46c206
a0a5f1,f6290f
a295b6,b30b52
6e3ef3,c2ef9c
29bcea,24f282
713b5c,698d23
26d8b7,8142fe
37677c,2e744d
f098c0,cda131
37b74b,86de7c
68966a,de3fb8
abd929,bb955f
68e651,f5bb47
1954ad,ca55f3
c4a0c2,c08342
94e0e5,0c0a6e
9500ea,3fef6c
02d7bc,c505fe
c24ba1,9fae84
00cd53,08e3d1
00cd52,90df96
00cd51,e72089
007d79,1ae7b7
00cd3e,70a9c7
007d77,550d2e
b8ecbc,5cc677
00cd3c,9a6107
007d76,a9934d
00cd3b,96794b
007d74,bf2aa5
91ddf9,bcca83
b9631a,e9760c
e85500,f5b28f
00cd3a,57cccb
37643a,6aef21
007d6f,21ade6
007d6e,edaa1e
00cd43,b7527a
007d6d,dfa05a
007d6c,b74d8d
ceca2b,0095a9
6af023,de12f6
00cd49,5c5495
007d6b,2997aa
00cd47,1b39ec
007d60,d7d59f
6e9656,0026d4
00cd41,59551b
00cd40,3dba7b
007d68,59a2be
00cd2d,e8169f
007d67,4bd84f
7f1f89,6afd9a
00cd2a,0e778a
4a3b7b,74af45
007d64,363d50
007d63,c39391
50d6dd,246578
007d62,9e535a
007d61,890b47
00cd2e,32e139
8174d8,16be90
7eff71,6e18e1
c9cc73,aa154b
007d69,a74eda
00cd35,bc8630
00cd33,094616
007d5d,6f5e8f
00cd32,9d188f
007d5c,0ceded
70e727,2d1d86
c24bb9,f25fe0
00cd38,5883d0
08c253,7c55f4
00cd71,6a27a3
007d92,22cd5d
00cd70,18445e
007d91,2aaa3f
af6d39,a8ef8e
00cd74,641026
00cd73,886c1e
00cd72,f778bc
00cd5f,c3bab7
7a83fa,4e8ee6
007d98,a2f475
00cd5d,4b04f7
007d97,361ff0
b96318,baf24d
007d8b,22ab0e
00cd5c,7e857a
00cd5b,f1b7b2
00cd5a,da28ba
b9b32f,c6b895
00cd68,56dca5
af6d1b,027474
00cd67,382d0f
602025,ede605
6c5695,bb0f11
007d8f,4c5e35
122108,eae283
007d8e,7f5d79
007d8d,9f3e96
00cd69,398793
00cd60,c2b6db
007d81,424400
00cd64,080977
00cd63,ec51b3
734708,635c3c
00cd62,7bd72e
376453,b605c7
00cd61,181c9f
65dfb7,40c1f6
007d89,1dc53e
00cd4e,d87419
00cd4c,93a2cd
f486cb,54375d
007d84,05a1b8
007d83,ffc8f7
007d7a,8b5db7
8174b6,7a3356
00cd4b,a86ad6
00cd4a,e6a91f
9e2c98,8b1e1e
00cd57,3c1bbb
f486e5,968d77
d87062,3fb3c4
c7e0dc,3d4890
007d7d,93bbf3
007d7c,76b6bf
00cd58,bbe2b8
9c40dc,3db81e
2b2e13,faca7a
007d32,2f05aa
5bfc64,25dc85
0047e7,eb1ef2
00cd09,91f102
0047e9,4f908e
18db5c,0f8e6b
0a35c4,ca393c
007d39,d4f768
de2252,17af60
56c10c,95e3ba
0047e5,29b624
007d37,cbee2d
007d2d,c7e143
007d2c,72b8bd
5e5c35,5d0ecc
eba5cc,76aaa6
00cd00,f3a366
4987ab,c8c735
00cd05,bef706
00cd04,bd877b
4fd08a,032ed0
007d0f,4a01eb
188b90,692fd8
007d0e,e79819
a7d9b5,c8d833
0047bb,bafe39
007d0d,cbec71
b16e79,86323a
0047ba,87d35f
007d0c,ccc305
e78eda,c1dd14
950468,968ef8
007d21,917ef4
007d20,d6e54c
0047d1,86e08b
007d27,060cc1
0047d4,c753a7
007d1b,345556
0047d9,d0712f
0047ef,2c6f98
00cd31,b61049
007d3f,d7daa6
007d57,de9bb9
00cd1c,3bb430
007d55,55eb5e
56715c,c99dcb
00cd1a,e0b39b
007d54,2491f2
e3b574,801b78
007d53,6dff0e
007d52,75066e
00cd1f,9ac3ff
007d50,6aaf6a
32744f,fa0e04
a789ff,6c78c9
00cd29,e7b7b0
007d59,91cf80
007d4f,d56970
00cd24,97a768
00cd23,8f680a
007d4d,afaa93
00cd22,500fc5
00cd21,da4fa2
007d4b,230494
00cd28,c0b048
00cd27,c865e3
00cd26,458fd5
056bea,1c28e8
0047de,5db712
0047db,5cad98
00cd20,ea002f
0047da,38c67e
eb55df,f5c39f
00cd0b,d1dcc4
4e85ec,38b9dc
00cd0a,24edf3
0047f2,0499eb
007d43,e8e51e
86b57d,0ff446
4e85ee,61ddb6
007d42,07ffe6
00cd0f,5b1a59
007d40,d133dc
00cd0d,5565ab
00cd0c,ba1dfd
fdfef9,3f2053
8fdcfb,fe7589
00cd19,81ce47
00cd18,e8e7ca
007d48,4a8a30
967dc9,47d1f1
007d3e,0aebad
00cd12,4c17a2
007d3c,fe5592
00cd15,8c7f3e
00cd14,8c0b57
18a768,2d92a9
2d6e9c,79506f
6a1626,6ed2bf
0a367b,088773
afbbe8,36e640
cd7fd4,edf504
a3951f,4c4ec5
428d6f,028f7f
00492b,7b3d9c
6c8a9e,462681
561aac,17f8f4
644a78,d9499e
d9afc5,102014
34af26,9e3b2a
f76aa9,2c7def
974471,53d4a4
004921,38e7c5
1af3cf,1a34df
5ac51d,315ac5
720140,6311e8
004928,8c7929
004927,b6399a
518160,38db26
00491c,35aff5
07c84f,a60787
00491b,c1a3e1
6cda9a,c3aa85
f2cc70,d07061
4507ba,50ba9a
3669ba,631413
004956,940a5d
f0e0e5,b030f9
004953,fd4bb3
add27b,de066f
cd7ff6,142bc9
8aecf8,e83d7a
1cdf97,1eb9b0
821a77,1345be
44e7b8,952899
6cda6c,f69ee8
14618e,801795
007ca3,583ec0
004960,822e10
007ca2,77ced1
c4dc0a,f7a950
cdcfbb,f199c4
950482,288ff4
3b67d9,7f9a2f
004943,78f356
c24c7d,142358
428d9d,38962a
004942,a854dd
75d715,27f502
d71ffb,b9524f
668a4b,b4ef48
00493c,ba5234
2e32a7,95ab9d
0e5fed,8dfc59
00493a,09fc35
734792,ff0f6e
72014b,4c7781
4f2b6a,fe128b
00cd93,3997c1
00cd92,57e4cd
00cd90,e5614d
00cd97,7b192a
00cd96,828763
00cd95,b055a6
00cd94,ca4694
5a1ec9,d42fb5
d6ffc8,d5938b
00cd7f,247277
bdeadf,edddb8
428d2a,6899ab
00cd7a,4db93d
f76add,0b1b87
00cd7e,bb33ad
7fc44d,ed2ff2
00cd7d,64a880
00cd89,1cb0c4
00cd88,ffe1a6
13b77c,cfb8a8
cc0684,814787
3f120b,fb3e33
3c6268,a3a300
18a714,aaaa17
00cd80,f1a20d
ad2d18,83ecfc
00cd84,071a7a
c24c69,8142c8
00cd6f,866dad
7f747e,d628ae
00cd6e,d7ccc4
0381be,2c1e6a
bc218c,bc32bf
c80242,6825b0
d6ffd5,1c630d
5a7518,97d538
007d9c,3d11d4
007d9b,a18200
34af74,32b8ab
00cd6c,66742e
00cd6b,0e52a5
e0aef3,fbd31a
115c2b,47dc8e
21967c,acbe98
00cd6a,9b15d3
00cd79,e674c4
00cd78,79d0ae
00cd77,45d79b
00cd76,61cbd0
007d9f,ee0852
ee3ab3,6c6111
007d9d,6f25de
7c6f73,255382
004911,1949d6
8f594e,fce7e1
453d17,8128e4
713add,079e76
004914,5f1114
f2cc29,42f236
00cd9c,2085cd
3e4bfd,20c76b
00cd9a,336bc1
8fa938,9bdad9
00cd9f,6a5ebe
00cd9d,de81b9
f97755,d4d7ef
94e49d,5ad34c
974497,c48b88
9399f9,a5aa6b
9b7bb0,2fdc8e
a39541,e561b6
b90e04,e6eca4
0b3021,0e9bb4
1a4eaf,6c8195
004904,b5c138
004905,d90262
0c1ffa,f08a33
00cd8b,91ad06
ee3abd,8fbe1e
00cd8f,eee537
40f1c5,cb9dcc
d53673,f32344
00cd8c,86f933
056d12,f3dc97
f100ab,81625e
00cd98,4a7ae0
4497c4,1486c6
6c8b51,67b28e
619a2b,bb6134
38f8d6,a79385
00cccb,b7bad6
00ccca,2bdc01
1125fd,fb5ace
9e8177,e2cfc1
00ccd6,ce22f5
007cef,39b14c
007cee,7fcf91
007ced,2887a7
460269,f07f6a
007cec,e24481
d5372f,431c3f
007ceb,cdbbd1
00ccd9,480829
a64579,06b465
e519fb,393a6c
00ccd8,8e42a8
be60a9,655ec0
0f24f9,dc95db
00ccd1,451a3a
00ccd0,459b2d
3df7c2,8f34fc
00ccc6,847bf0
8e12f4,e4e25f
007cdf,f95143
17107d,f89b38
007cde,f58c94
007cdd,c246f4
b8b7e0,aa8857
8913fe,8a7415
00ccc3,ea7afa
007cdc,3a3ba2
00ccc8,5b4e12
00ccc7,58100f
2b831d,d82eb2
007cf0,a36092
9503b9,20aa28
00499e,6a73e8
00ccc1,14985c
00ccc0,83ea54
24468e,370482
00499f,35e49f
007cf6,0955d5
9ed178,a23c05
00ccaa,1638a3
00ccaf,522e0c
00ccae,ee64a4
230029,444413
61ea2b,e4f0c6
ad8226,beaabd
00cced,9550e4
00ccec,7d2b5f
7fc436,a0b1d6
00cceb,672518
00ccea,d2d4e9
00ccf9,e63543
b90d2c,af2aa0
00ccf8,923899
00ccf7,f908f2
00ccf6,4d10f5
02895e,ce91a2
00ccf1,1c1ae2
93e9df,f34d78
00ccf0,fcb365
c4dafa,7b5017
00ccf5,e036c3
3bed77,55184d
00ccf4,53fa37
9e814d,058219
00ccdf,af32c2
9493c0,0b4f1d
00ccde,1b049b
00ccdd,2a3105
6164c7,959c40
459268,744ac1
943f81,95f3b2
02d954,c22ae7
00ccdb,257827
7cbdd4,935ede
00cce8,8c8cd6
e7df2e,80bcea
00cce7,bff1e1
00cce5,cdfe21
5cc221,878c9e
007cfd,55e6bd
dd5d69,8fc6b1
20a076,0cdcd0
007cfb,587f4e
00cce0,6a5fa8
6a4b9d,39a490
1615b2,7506bf
00cce4,eb7503
00cce3,1e4cbb
00cce2,88dfdd
00cce1,48b0ad
b89d2d,d78299
00cccf,88e8bd
00ccce,50b271
262fcd,5e43ab
00cccd,ac2f81
ce459b,e9c379
00cccc,b34a79
004979,2581ba
add227,137999
11ab85,ec58b0
0d1a42,cca48c
004978,cb6418
004975,fa5efc
007cb7,74d484
9ed18f,9cbf7e
3b9d39,2e5af3
32c3e3,f18c65
2dbcb7,7b48af
007caa,6e331a
32c3e0,8a4d0a
51d22f,80b484
00496b,12a807
32c3d8,cb8231
007caf,83b1e0
00496c,d991ca
007cae,545edd
37b2c0,95bd99
007cc1,720618
007cc0,ac8e83
61ea5d,7fab49
004968,74b436
004962,f14191
cd7eff,3cfccd
2dbcc4,cd9f1e
1b4a2f,e5106e
b90d7d,a551a6
af3867,19be96
00495e,25cf36
00495d,16cfbd
cdcee0,c1878a
00495f,284b22
9743a4,082219
744179,3e3401
00495a,248d1b
007cb4,b98726
f4d867,2253c3
450886,5d78bb
3c0d39,7cd2a2
004970,2fb42a
007cb1,e959b1
f58215,bec914
5826fb,14ed26
967f84,fa3b1c
c697e4,317d50
81c544,a717ef
007cd9,4ddebc
004996,3853a5
00ccb5,437f37
9e8111,a77930
007cce,86589e
00ccb4,8ac534
0faa15,71fc07
00498b,a97b12
007ccc,8e9429
00ccb2,81c353
007ccb,050d04
00ccb8,6e0e5e
00ccb7,fb3ddc
d2d735,c8754b
007ce0,66c6d3
00ccb1,3282c7
00498c,07f44c
00ccb0,aa1bfa
ed9739,5dcdb6
0f5a28,2c94eb
007ce6,78d289
c31165,a9f865
007ce3,5ac1d5
007ce1,86a2d5
00cca9,ffa0cc
004984,48cfb6
007cc8,c45dc9
c73d35,e4dfda
00cca4,7d74b3
4e8674,015ec8
007cbc,9b50fa
a88515,06b4a6
00cca7,79229e
f340f7,4cd049
00cca5,2085ba
00497f,8a17f5
00497c,bb61b5
00497b,604fbf
00497e,3820e8
9503d7,7b3105
007cbf,35f9e9
004991,ce5fe1
007cd7,709461
835ebb,40cc54
07797b,3c551d
18a5bf,01c188
0048ac,ae0138
007e11,0f119a
8bb2a2,182c42
0048af,8938a4
665572,5535d3
860eee,5f5a99
c48ad4,f298e8
0048c4,9c2eb6
0048c3,bae1f9
0048c5,52e170
007e17,e528ae
0a34e6,f2050d
dd2912,f553e7
007e15,1ffc55
0048c2,eebe93
44985a,48104c
25407f,fd53bd
0048c8,3a23c4
0048c7,c22bee
27804e,b08661
1fe504,ca2d89
007e01,161562
007e09,9a55e9
0048b5,702ab3
007e06,86bdc9
007e05,d1261e
007e04,27fa4a
2e3340,5f7db7
0048b1,c2be11
007e03,9981e2
4f8050,305f17
ed9705,5bc205
007e02,a31a8a
c707fb,1e1208
2a88b2,a6863d
b65cb0,0efe16
884eb4,0103cf
89151b,dd5a58
bdec9d,d85034
007e1d,099694
39f2c0,940daf
4a05da,13a647
8b0e8f,1b556f
0048ca,0f323d
007e1c,64a867
58ac0f,c979e0
007e32,cfc49e
22e099,6a7f56
007e30,22352b
66a51c,fa4cd3
00ce08,85664f
00ce06,d096c7
007e38,d5fe43
2195e4,5b8f14
0048e1,798179
0048e4,abcffe
007e36,738cd7
0048e3,1c6349
007e2c,487bc2
9a00ee,573e27
007e2b,ee0852
00ce00,603a20
007e2a,55fd0a
c31121,c3d08a
4a3b2f,4d04bf
00ce04,2316fe
967f96,a6dcc4
00ce03,c380ad
0048bb,e8489b
0048bd,7a53b8
2bd346,d03b7f
007e0d,b5945b
81c575,3442b2
007e23,f1d90d
9743c1,8cc9ce
007e21,7a0a4e
a18a32,c9f4a9
0048d4,77268a
0048d7,9a9695
0048d6,181345
05bd8f,883403
0048d1,c85a4c
007e27,ed2202
007e26,c89ded
e85498,d461aa
007e25,e1e26c
0048d2,6fc474
401896,c49141
007e1a,64919c
7a840a,c3c3c6
783768,ab7132
5a1f42,b118fd
c801ae,aca2ea
55c6a4,686376
6ee65f,982a24
fb6f2d,8e8e06
b8b941,7e1f5a
3cb1d5,6ce44e
c00af9,71ae10
00ccff,3cbffe
e05f7d,299d94
3c61de,e3710b
00ccfa,f7cb26
00ccfe,3db70d
00ccfd,01e78e
fb39f2,77461c
2bd323,f3c478
00ccfc,1d635a
00ccfb,cdb717
038362,3c0f04
f76c68,f2554f
ac8845,dc2ae9
b86966,559ca7
21e5d7,d1999b
a404d7,8f8dd2
6f0681,052b85
842562,0cafda
00ccef,88d963
e5f49c,177616
00ccee,8da5ab
f2cbb4,6cba27
31c9b3,134c63
6ca676,81274d
7d3408,1a1761
d8c077,5ea034
477c85,e5c08a
3179bc,5fbefa
0871cf,256608
92a51f,eaf955
1f3eed,870ede
0048a6,59f26d
2b2ce7,87f71e
f27bc5,5b2eab
786acf,64080c
223b63,3743c7
8fde26,0edb49
e7dde9,e089c0
78bab8,32e299
afbc83,de1466
c45723,100f11
be0c71,0472b8
7ad41e,c16833
47cc59,9a6fe5
bc20fc,54df07
59218e,3f4322
5e27b7,3a85e6
37b545,87c193
247b66,d388c7
00cc32,de7e0d
00cc31,c53722
0046ee,234e82
007c58,37ed39
00cc1d,dc5579
00cc1c,c4b786
00cc1b,24f812
2bd3a0,abbfe8
00cc1a,2b7127
007c54,031bbf
9b4723,3b2b6b
cfd9fd,a01c5b
007c53,8b0631
00cc1f,8286f7
24cb2d,aff235
a92a18,f7c800
b1bf23,70a8f7
00cc1e,ec59f1
f03d87,acd102
9981fa,319f85
007c59,093767
00cc25,1a6b2e
007c4f,6e4cae
00cc24,0d4dd1
b8ede6,a7de0d
007c4e,b0765f
00cc23,ad213f
00cc22,cab040
dbc341,c43f39
00cc29,7886a2
007c4b,131ad4
00cc26,8f9331
00cc21,4bb8d5
00cc20,bbedf7
0046de,48cf8c
007c2f,6e1784
00cc0c,825b21
00cc0b,2770c5
ce43ea,dc2ad6
007c45,8b5bc7
00cc0a,85a19f
0046f2,f2a66f
007c44,3d17be
007c43,f38512
00cc0f,399fe2
007c41,c39012
00cc0e,113ebf
845b12,9085a2
00cc0d,8aaf28
6d5103,4349ab
00cc19,8f37bd
92532c,2643ba
0046f6,058cab
876075,489763
00cc14,6b8e5b
56c055,436a82
0046ea,d3297d
007c3c,70d17b
56c053,2c41fd
cc03ed,c605be
00cc11,ef9a49
007c3b,9eeaad
007c3a,30d3e6
00cc17,c22d0d
00cc16,c202f2
00cc15,b7d0cb
b96435,762fa0
bc2008,a837e2
247b43,155041
00cc53,f83984
00cc52,7073a4
00cc51,9a30f9
00cc3d,d282c9
00cc3c,83a162
007c74,22d06b
007c73,87e0dc
c45933,5e342f
007c6a,3eaf33
5a749a,535da6
992d93,e35eac
00cc3b,a360a8
00cc3a,47665b
d07a38,a8c4fc
00cc46,b07dcd
00cc45,73ee83
007c6f,99be21
00cc44,6c8d1f
5ead22,8603a1
007c6c,1858ad
7ffa2a,fd9f26
007c6b,893a9d
007c61,f5647a
bdb60b,245e97
3c6138,426d73
658ead,442dee
00cc42,f90bdb
00cc41,2bec3b
ee06e7,db0dc0
00cc40,9e228a
32759e,c1bb8d
a43a3e,6e05ed
00cc2e,200e21
087195,e9ddac
007c66,b2d6f8
00cc2b,d7465c
5ac473,e8c684
007c63,6efce0
2d39c0,6f8b46
007c62,01a4ef
81c5a5,6f0c7a
dfb927,ea7b0f
00cc2a,5d0efc
37656e,431f7d
ebdc65,d2ae50
00cc36,150062
00cc35,50c533
24cb28,1380ba
a08fac,500316
eb8c96,2f98e2
007c5d,b8bcee
007c5c,8360a8
55769b,fa1272
00cc39,fe6b06
007c5b,eb3b5a
00cc38,8bcf94
00cc37,8aaf5e
73cc92,d382b4
d95efd,bb1167
b1bf5a,ecf960
0046ab,5a959d
0046aa,359bf7
007c14,a64154
616521,cdf890
eee0d8,5e9873
007c13,e7be6d
0046c0,5624fa
e852fb,18c94b
4e84fd,5b6d01
0046c8,bdb640
0046c7,105475
007c19,6dac41
12efb9,3cb02f
59efd6,863858
ee90ee,8cc6f1
007c17,43c7e4
0046c3,9f9173
007c15,c1addc
c551eb,f77aab
0046c9,2cdbc5
9e2b3a,e9d2a6
56c018,2767a7
13b605,0238fe
7a8638,d28a58
007c03,8f53f6
007c01,303f9c
007c00,50d11d
08c179,0564a2
0046b1,67d335
007c06,721139
a01017,3693f8
a33fb1,76cb87
89167d,c65226
e3b46d,109fee
b1bf5b,866daa
a39603,cc86db
ed96d0,ad4f79
950317,40b1a1
0046ce,76059e
2a89d6,396805
00cc10,228183
7440c3,10f90a
add2de,25ab96
9e2b2b,9d5acb
0046cc,873f50
007c1e,3485bf
0046e1,677c23
007c32,13845c
05bc29,06f18c
616502,152a30
1f3fa6,0806f4
b1bf89,a85f01
bd0fae,c95faa
d9aebc,e871b1
0046e8,045d6f
8b0d40,9f75a2
00cc08,4d83c2
0046e4,a79385
007c39,fa4f2e
007c38,8dc2e4
007c37,31a2fe
00cc03,0b4bcd
007c2d,07b660
00cc02,455501
00cc01,874b8a
007c2b,73aa5e
00cc00,ba1b54
00cc05,647858
0046bd,0bfcf8
2b2f29,0ce0de
007c0e,ed2202
007c25,857659
0046d0,84fa83
007c22,f1a218
007c21,981ea3
404de0,13f279
9b7b92,2a8f49
2685f0,b9e73c
0046d7,9155a0
13663a,313bf7
c9cb76,821a32
007c28,ccaa9a
007c27,e69c3a
5c5dc1,b6f803
0046d4,37341c
007c1d,197dda
007c1c,1b91cd
007c1a,f53f43
6b111a,526038
08c199,2bd4fb
ddacf0,aca826
004818,6622c7
a5cfa9,de1c3f
00480a,daf2c2
00cc9d,a5e7be
00cc9c,a1cd7a
00cc9b,77e567
20a102,2e82eb
00cc9a,3ec9e8
00cc9f,58c364
171019,e4cbd9
00cc9e,a2d0fe
c6975b,0b8e82
00480f,045921
004801,17fefe
004802,be9b41
e612e4,f11f51
6653bb,c31630
004808,941292
845b99,0247b4
b41f72,9dbcd2
00cc8c,521cfc
4352c8,e14ee2
db1e22,a43c7b
1da4e7,8b5412
00cc8f,571a0b
c70766,12c35f
00cc8e,bcc3c8
00cc8d,aeac16
00cc99,82d4a6
894b29,f38a49
004834,62c41e
004833,52552b
b89f07,5fe56c
07c756,a3bab6
beb036,42d667
cdceb6,825e38
98d994,da62f4
d77531,c686f7
51d00f,de2109
c69789,439546
00482e,80c1a4
43a2c8,3b2a70
75884b,fdb5e3
582634,6c5c9a
c73ab4,9596d4
220767,0dbb8b
004822,ad4bb3
004824,81ecc8
a3e668,7e9231
99833c,9ed165
de2397,344da1
0536cb,c9eac8
f0091d,f66698
4cca98,b13513
db1e45,6b1ff2
00481d,1e72c2
c5a11d,95b1f8
75d81e,317b40
b65f3b,141d6a
